fecha,hora,numero,signo,extraido_en,fecha_raw,hora_num,ultimo_digito,penultimo_digito,suma_digitos,paridad,signo_cod,rango_mil,año,mes,dia_mes,dia_semana,dias_desde_inicio
2025-03-07,1 pm,372,TAU,2025-12-20 03:39:55,07/03/2025,13,2,7,12,0,0,0-999,2025,3,7,4,64
2025-03-07,10 pm,288,CAN,2025-12-20 03:39:55,07/03/2025,22,8,8,18,0,3,0-999,2025,3,7,4,64
2025-03-07,4 pm,733,PIC,2025-12-20 03:39:55,07/03/2025,16,3,3,13,1,4,0-999,2025,3,7,4,64
2025-04-07,1 pm,153,PIC,2025-12-20 03:51:03,07/04/2025,13,3,5,9,1,4,0-999,2025,4,7,0,95
2025-04-07,10 pm,392,VIR,2025-12-20 03:51:03,07/04/2025,22,2,9,14,0,6,0-999,2025,4,7,0,95
2025-04-07,4 pm,353,ESC,2025-12-20 03:51:03,07/04/2025,16,3,5,11,1,1,0-999,2025,4,7,0,95
2025-05-07,1 pm,93,ESC,2025-12-20 04:01:49,07/05/2025,13,3,9,12,1,1,0-999,2025,5,7,2,125
2025-05-07,10 pm,845,LIB,2025-12-20 04:01:49,07/05/2025,22,5,4,17,1,2,0-999,2025,5,7,2,125
2025-05-07,4 pm,408,ARI,2025-12-20 04:01:49,07/05/2025,16,8,0,12,0,9,0-999,2025,5,7,2,125
2025-06-07,1 pm,411,ARI,2025-12-20 04:12:57,07/06/2025,13,1,1,6,1,9,0-999,2025,6,7,5,156
2025-06-07,10 pm,264,ESC,2025-12-20 04:12:57,07/06/2025,22,4,6,12,0,1,0-999,2025,6,7,5,156
2025-06-07,4 pm,708,VIR,2025-12-20 04:12:57,07/06/2025,16,8,0,15,0,6,0-999,2025,6,7,5,156
2025-07-07,1 pm,662,GEM,2025-12-20 04:23:43,07/07/2025,13,2,6,14,0,5,0-999,2025,7,7,0,186
2025-07-07,10 pm,314,ESC,2025-12-20 04:23:43,07/07/2025,22,4,1,8,0,1,0-999,2025,7,7,0,186
