,numero,hora_num,dia_semana,mes,ultimo_digito,suma_digitos,dias_desde_inicio
numero,1.0,0.002720687433465798,-0.018717394415133225,0.011914160722306224,0.04615394755708737,0.6272095833469664,0.006656630199918534
hora_num,0.002720687433465798,1.0,-5.776950441529635e-17,1.4431924507258046e-17,0.03199772837195014,0.033957719481601825,6.887210153601802e-17
dia_semana,-0.018717394415133225,-5.776950441529635e-17,1.0,-0.008580428639432737,-0.0466343026243646,-0.035771542210076654,-0.010432140009165095
mes,0.011914160722306224,1.4431924507258046e-17,-0.008580428639432737,1.0,-0.0045124643092204425,-0.017750087866090246,0.9949764666537187
ultimo_digito,0.04615394755708737,0.03199772837195014,-0.0466343026243646,-0.0045124643092204425,1.0,0.6070565585761956,-0.0070898034896432986
suma_digitos,0.6272095833469664,0.033957719481601825,-0.035771542210076654,-0.017750087866090246,0.6070565585761956,1.0,-0.022610482626309887
dias_desde_inicio,0.006656630199918534,6.887210153601802e-17,-0.010432140009165095,0.9949764666537187,-0.0070898034896432986,-0.022610482626309887,1.0
