fecha,hora,numero,signo,extraido_en,fecha_raw,hora_num,ultimo_digito,penultimo_digito,suma_digitos,paridad,signo_cod,rango_mil,año,mes,dia_mes,dia_semana,dias_desde_inicio
2025-06-06,4 pm,2115,ARI,2025-12-20 06:12:08,06/06/2025,16,5,1,9,1,9,2000-2999,2025,6,6,4,155
2025-07-06,1 pm,1560,ARI,2025-12-20 06:22:55,06/07/2025,13,0,6,12,0,9,1000-1999,2025,7,6,6,185
2025-07-06,10 pm,2553,CAN,2025-12-20 06:22:55,06/07/2025,22,3,5,15,1,5,2000-2999,2025,7,6,6,185
2025-07-06,4 pm,2193,ARI,2025-12-20 06:22:55,06/07/2025,16,3,9,15,1,9,2000-2999,2025,7,6,6,185
2025-08-06,1 pm,8729,ARI,2025-12-20 06:34:02,06/08/2025,13,9,2,26,1,9,8000-8999,2025,8,6,2,216
2025-08-06,10 pm,6438,LEO,2025-12-20 06:34:02,06/08/2025,22,8,3,21,0,1,6000-6999,2025,8,6,2,216
2025-08-06,4 pm,5784,ARI,2025-12-20 06:34:02,06/08/2025,16,4,8,24,0,9,5000-5999,2025,8,6,2,216
2025-09-06,1 pm,3801,PIC,2025-12-20 06:45:09,06/09/2025,13,1,0,12,1,8,3000-3999,2025,9,6,5,247
2025-09-06,10 pm,1451,SAG,2025-12-20 06:45:09,06/09/2025,22,1,5,11,1,6,1000-1999,2025,9,6,5,247
2025-09-06,4 pm,961,ESC,2025-12-20 06:45:09,06/09/2025,16,1,6,16,1,2,0-999,2025,9,6,5,247
2025-10-06,1 pm,1920,VIR,2025-12-20 06:55:56,06/10/2025,13,0,2,12,0,11,1000-1999,2025,10,6,0,277
2025-10-06,10 pm,9275,ESC,2025-12-20 06:55:56,06/10/2025,22,5,7,23,1,2,9000-9999,2025,10,6,0,277
2025-10-06,4 pm,112,PIC,2025-12-20 06:55:56,06/10/2025,16,2,1,4,0,8,0-999,2025,10,6,0,277
2025-01-07,1 pm,8300,PIC,2025-12-20 05:17:07,07/01/2025,13,0,0,11,0,8,8000-8999,2025,1,7,1,5
2025-01-07,10 pm,7814,CAP,2025-12-20 05:17:08,07/01/2025,22,4,1,20,0,4,7000-7999,2025,1,7,1,5
2025-01-07,4 pm,5939,ESC,2025-12-20 05:17:07,07/01/2025,16,9,3,26,1,2,5000-5999,2025,1,7,1,5
2025-02-07,1 pm,8693,PIC,2025-12-20 05:28:15,07/02/2025,13,3,9,26,1,8,8000-8999,2025,2,7,4,36
2025-02-07,10 pm,3919,LEO,2025-12-20 05:28:16,07/02/2025,22,9,1,22,1,1,3000-3999,2025,2,7,4,36
2025-02-07,4 pm,5339,ACU,2025-12-20 05:28:16,07/02/2025,16,9,3,20,1,7,5000-5999,2025,2,7,4,36
